"WTP","Strategy","Proportion","On_Frontier","discount","scenario"
155000,"Chemotherapy only",0.00411522633744856,FALSE,"discounted","blina_cost_high"
160000,"Blinatumomab and chemotherapy",0.997942386831276,TRUE,"discounted","blina_cost_high"
160000,"Chemotherapy only",0.00205761316872428,FALSE,"discounted","blina_cost_high"
165000,"Blinatumomab and chemotherapy",0.997942386831276,TRUE,"discounted","blina_cost_high"
165000,"Chemotherapy only",0.00205761316872428,FALSE,"discounted","blina_cost_high"
170000,"Blinatumomab and chemotherapy",0.997942386831276,TRUE,"discounted","blina_cost_high"
170000,"Chemotherapy only",0.00205761316872428,FALSE,"discounted","blina_cost_high"
175000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","blina_cost_high"
175000,"Chemotherapy only",0,FALSE,"discounted","blina_cost_high"
180000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","blina_cost_high"
180000,"Chemotherapy only",0,FALSE,"discounted","blina_cost_high"
185000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","blina_cost_high"
185000,"Chemotherapy only",0,FALSE,"discounted","blina_cost_high"
190000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","blina_cost_high"
190000,"Chemotherapy only",0,FALSE,"discounted","blina_cost_high"
195000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","blina_cost_high"
195000,"Chemotherapy only",0,FALSE,"discounted","blina_cost_high"
200000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","blina_cost_high"
200000,"Chemotherapy only",0,FALSE,"discounted","blina_cost_high"
0,"Blinatumomab and chemotherapy",0,FALSE,"discounted","ivig"
0,"Chemotherapy only",1,TRUE,"discounted","ivig"
5000,"Blinatumomab and chemotherapy",0.00411522633744856,FALSE,"discounted","ivig"
5000,"Chemotherapy only",0.995884773662551,TRUE,"discounted","ivig"
10000,"Blinatumomab and chemotherapy",0.0185185185185185,FALSE,"discounted","ivig"
10000,"Chemotherapy only",0.981481481481482,TRUE,"discounted","ivig"
15000,"Blinatumomab and chemotherapy",0.0740740740740741,FALSE,"discounted","ivig"
15000,"Chemotherapy only",0.925925925925926,TRUE,"discounted","ivig"
20000,"Blinatumomab and chemotherapy",0.183127572016461,FALSE,"discounted","ivig"
20000,"Chemotherapy only",0.816872427983539,TRUE,"discounted","ivig"
25000,"Blinatumomab and chemotherapy",0.312757201646091,FALSE,"discounted","ivig"
25000,"Chemotherapy only",0.687242798353909,TRUE,"discounted","ivig"
30000,"Blinatumomab and chemotherapy",0.446502057613169,FALSE,"discounted","ivig"
30000,"Chemotherapy only",0.553497942386831,TRUE,"discounted","ivig"
35000,"Blinatumomab and chemotherapy",0.567901234567901,TRUE,"discounted","ivig"
35000,"Chemotherapy only",0.432098765432099,FALSE,"discounted","ivig"
40000,"Blinatumomab and chemotherapy",0.674897119341564,TRUE,"discounted","ivig"
40000,"Chemotherapy only",0.325102880658436,FALSE,"discounted","ivig"
45000,"Blinatumomab and chemotherapy",0.777777777777778,TRUE,"discounted","ivig"
45000,"Chemotherapy only",0.222222222222222,FALSE,"discounted","ivig"
50000,"Blinatumomab and chemotherapy",0.835390946502058,TRUE,"discounted","ivig"
